ID,Name,Price,"Quantity on Hand"
1267,"New York pink Dining Table",$800,247
1268,"Pale aqua Stool",$54.99,100
1269,"Castleton green Reclining Sofa","$1,119.99",89
1270,"Middle red Dining Chair",$89.99,33
1271,"Wood brown Dining Table",$800,43
1272,"Dark purple Coffee Table",$222.95,145
1273,"Carolina blue Nightstand",$81.99,245
1274,"Deep pink Nightstand",$81.99,115
1275,"Orchid pink Bed",$389.99,114
1276,"Navajo white Dresser",$599.99,185
1277,"Dark goldenrod Dresser",$599.99,202
1278,"Seal brown Dresser",$599.99,224
1279,"Key lime Headboard",$222.99,67
1280,"Brown sugar Sleeper Sofa","$1,279.99",220
1281,"Steel pink Dresser",$599.99,117
1282,"United Nations blue Loveseat",$669.99,200
1283,"Blue-green Sofa",$1249.99,87
1284,"Spanish carmine Futon",$419.99,29
1285,"Blue-violet Headboard",$222.99,41
1286,"Lemon glacier Stool",$54.99,226
1287,"Yale Blue Dining Chair",$89.99,85
1288,"Unbleached silk Stool",$54.99,40
1289,"Teal Plant Stand",$42.99,177
1290,"Iceberg Plant Stand",$42.99,230
1291,"Jungle green Reclining Sofa","$1,119.99",191
1292,"Purple Reclining Sofa","$1,119.99",170
1293,"Razzle dazzle rose Sleeper Sofa","$1,279.99",190
1294,"Lavender Bench",$114.99,140
1295,"Hunter green Loveseat",$669.99,83
1296,"Yale Blue Reclining Loveseat","$1,023.99",244
1297,"Cosmic cobalt Dresser",$599.99,139
1298,"Corn Chaise Lounge",$235.99,92
1299,"English vermillion Crib",$289,177
1300,"Dark blue-gray Sofa",$1249.99,111
1301,"Burlywood Bench",$114.99,56
1302,"Languid lavender Reclining Loveseat","$1,023.99",69
1303,"Electric indigo Nightstand",$81.99,100
1304,"Titanium yellow Daybed",$711.99,78
1305,"Almond Sleeper Sofa","$1,279.99",49
1306,"Mango Tango Dining Table",$800,205
1307,"Orange-yellow Futon",$419.99,71
1308,"Deep Space Sparkle Headboard",$222.99,191
1309,"Canary Dresser",$599.99,242
1310,"Kelly green Stool",$54.99,40
1311,"Sky magenta Nightstand",$81.99,229
1312,"Tan Sectional","$1,039.99",124
1313,"Pale purple Daybed",$711.99,117
1314,"Amber Sleeper Sofa","$1,279.99",227
1315,"Honeydew Storage Bench",$194.99,152
1316,"Spanish orange Dining Chair",$89.99,132
1317,"Vanilla Daybed",$711.99,105
1318,"China rose Storage Bench",$194.99,179
1319,"Neon green Nightstand",$81.99,149
1320,"Celadon green Ottoman",$92.99,108
1321,"Medium spring green Coffee Table",$222.95,124
1322,"Sweet Brown Bench",$114.99,156
1323,"Cerulean frost Dresser",$599.99,136
1324,"Ebony Bench",$114.99,140
1325,"Old silver Ottoman",$92.99,114
1326,"Silver pink Storage Bench",$194.99,141
1327,"Persian blue Storage Bench",$194.99,94
1328,"Maya blue Plant Stand",$42.99,145
1329,"Lime Headboard",$222.99,209
1330,"Chili red End Table",$99.99,197
1331,"Maximum green Dining Table",$800,161
1332,"Aqua Plant Stand",$42.99,169
1333,"Rust Ottoman",$92.99,141
1334,"Green Lizard Storage Bench",$194.99,136
1335,"Brink pink Bed",$389.99,142
1336,"Amethyst Dining Table",$800,96
1337,"Flax Wardrobe",$719.99,164
1338,"Bud green Reclining Sofa","$1,119.99",117
1339,"Olive Drab Chaise Lounge",$235.99,137
1340,"Lincoln green Bed",$389.99,124
1341,"Navajo white Wardrobe",$719.99,128
1342,"French blue Sofa",$1249.99,107
1343,"Magenta haze Dining Chair",$89.99,88
1344,"Wild Strawberry Headboard",$222.99,91
1345,"Hollywood cerise Bed",$389.99,233
1346,"Antique white Dresser",$599.99,197
1347,"Chartreuse Reclining Sofa","$1,119.99",99
1348,"Air superiority blue Crib",$289,220
1349,"Deep champagne Bench",$114.99,193
1350,"Outrageous Orange Plant Stand",$42.99,227
1351,"Maximum purple Plant Stand",$42.99,63
1352,"Copper red Daybed",$711.99,145
1353,"Prussian blue Headboard",$222.99,25
1354,"Persian green Chaise Lounge",$235.99,240
1355,"Midnight green Nightstand",$81.99,26
1356,"Celadon green End Table",$99.99,161
1357,"Marigold Storage Bench",$194.99,99
1358,"Melon pink Dining Table",$800,88
1359,"Maximum red Plant Stand",$42.99,47
1360,"Dark sea green Crib",$289,185
1361,"Frostbite pink Dining Table",$800,59
1362,"Metallic Seaweed Dining Table",$800,178
1363,"Electric lime Sleeper Sofa","$1,279.99",120
1364,"Pansy purple Headboard",$222.99,37
1365,"Cocoa brown Dresser",$599.99,135
1366,"Dark magenta Bed",$389.99,155
1367,"Shadow grey Dresser",$599.99,66
1368,"Spanish green Futon",$419.99,227
1369,"Sand dune Stool",$54.99,91
1370,"China pink Nightstand",$81.99,161
1371,"Vivid sky blue Sleeper Sofa","$1,279.99",190
1372,"Misty rose Sleeper Sofa","$1,279.99",43
1373,"International orange Bench",$114.99,108
1374,"Rose bonbon Loveseat",$669.99,36
1375,"Hunter green Crib",$289,140
1376,"Citron Loveseat",$669.99,57
1377,"Metallic gold Headboard",$222.99,164
1378,"Sonic silver Crib",$289,97
1379,"True Blue Sofa",$1249.99,175
1380,"Purple Plant Stand",$42.99,27
1381,"Oxford blue Nightstand",$81.99,197
1382,"Medium orchid Futon",$419.99,195
1383,"Midnight green Ottoman",$92.99,149
1384,"Terra cotta Bench",$114.99,146
1385,"Dark slate blue Dining Table",$800,98
1386,"Neon blue Daybed",$711.99,87
1387,"Mellow apricot Loveseat",$669.99,159
1388,"Dark slate blue Bed",$389.99,94
1389,"Pumpkin Stool",$54.99,242
1390,"Uranian blue Wardrobe",$719.99,83
1391,"Linen Crib",$289,144
1392,"Oxford blue Crib",$289,60
1393,"Purple navy Plant Stand",$42.99,62
1394,"Middle green Coffee Table",$222.95,184
1395,"Mantis green Bench",$114.99,143
1396,"Rojo Spanish red Sectional","$1,039.99",139
1397,"Macaroni and Cheese Loveseat",$669.99,127
1398,"Maximum red Headboard",$222.99,156
1399,"Wheat gold Loveseat",$669.99,39
1400,"Frostbite pink Dining Table",$800,99
1401,"Green-cyan Dining Table",$800,75
1402,"Sienna Reclining Loveseat","$1,023.99",129
1403,"Rust Stool",$54.99,161
1404,"Shiny Shamrock Reclining Sofa","$1,119.99",88
1405,"Deep saffron Bench",$114.99,201
1406,"Royal yellow Storage Bench",$194.99,66
1407,"Smoky black Storage Bench",$194.99,72
1408,"Paolo Veronese green Coffee Table",$222.95,41
1409,"MSU green Reclining Loveseat","$1,023.99",184
1410,"Mango Reclining Loveseat","$1,023.99",122
1411,"Black Sleeper Sofa","$1,279.99",204
1412,"Candy apple red End Table",$99.99,81
1413,"United Nations blue Daybed",$711.99,142
1414,"Opal Stool",$54.99,74
1415,"Mikado yellow Wardrobe",$719.99,213
1416,"Golden brown Ottoman",$92.99,80
1417,"Olivine Daybed",$711.99,179
1418,"Persian indigo Loveseat",$669.99,46
1419,"St. Patrick's blue Ottoman",$92.99,194
1420,"Warm black Ottoman",$92.99,36
1421,"French mauve Nightstand",$81.99,229
1422,"French lime Dining Table",$800,127
1423,"Brown Futon",$419.99,81
1424,"May green Headboard",$222.99,154
1425,"Schauss pink Sleeper Sofa","$1,279.99",239
1426,"Neon Carrot Ottoman",$92.99,137
1427,"Radical Red Stool",$54.99,160
1428,"Quick Silver Storage Bench",$194.99,198
1429,"Hot magenta Bench",$114.99,50
1430,"Vivid violet Nightstand",$81.99,80
1431,"Hunter green Plant Stand",$42.99,137
1432,"Coffee Loveseat",$669.99,47
1433,"Black bean Reclining Sofa","$1,119.99",100
1434,"Rusty red Dresser",$599.99,42
1435,"Razzmatazz Sectional","$1,039.99",250
1436,"Orchid End Table",$99.99,94
1437,"Selective yellow Reclining Sofa","$1,119.99",203
1438,"Denim Sofa",$1249.99,232
1439,"English violet Sleeper Sofa","$1,279.99",181
1440,"Violet Futon",$419.99,249
1441,"Aero blue Nightstand",$81.99,138
1442,"Rose pink Headboard",$222.99,116
1443,"Sand Bench",$114.99,124
1444,"Maximum red purple Ottoman",$92.99,172
1445,"Antique bronze Loveseat",$669.99,34
1446,"Chocolate Wardrobe",$719.99,169
1447,"Steel Teal Bench",$114.99,110
1448,"Cyan Loveseat",$669.99,43
1449,"Denim Sofa",$1249.99,89
1450,"Canary yellow Stool",$54.99,227
1451,"Spanish viridian Chaise Lounge",$235.99,179
1452,"Dark goldenrod Wardrobe",$719.99,119
1453,"Blue yonder Dresser",$599.99,139
1454,"Shadow grey Bench",$114.99,195
1455,"Cadmium green Daybed",$711.99,31
1456,"Deep cerise Dresser",$599.99,167
1457,"Spanish orange Dresser",$599.99,222
1458,"Red-violet Stool",$54.99,75
1459,"Pistachio Sleeper Sofa","$1,279.99",172
1460,"Chinese red Bench",$114.99,210
1461,"Copper red Sleeper Sofa","$1,279.99",70
1462,"Celadon green Futon",$419.99,182
1463,"French rose Daybed",$711.99,159
1464,"Celadon blue Coffee Table",$222.95,142
1465,"Persian indigo Crib",$289,125
1466,"Dark magenta Bed",$389.99,129
1467,"Tyrian purple Bench",$114.99,190
1468,"Dark cyan Loveseat",$669.99,42
1469,"Persian blue Chaise Lounge",$235.99,68
1470,"Sunglow Crib",$289,45
1471,"Yellow Orange Headboard",$222.99,164
1472,"Mystic maroon Ottoman",$92.99,221
1473,"Dark olive green Daybed",$711.99,224
1474,"Deep jungle green Stool",$54.99,248
1475,"Teal End Table",$99.99,44
1476,"Light steel blue Ottoman",$92.99,200
1477,"Raw umber Ottoman",$92.99,211
1478,"Metallic Sunburst Sofa",$1249.99,121
1479,"Maximum red purple Ottoman",$92.99,182
1480,"Alabaster Daybed",$711.99,77
1481,"Pale silver Sectional","$1,039.99",187
1482,"Periwinkle Loveseat",$669.99,36
1483,"Sweet Brown Futon",$419.99,170
1484,"Tart Orange Sectional","$1,039.99",85
1485,"Middle purple Dresser",$599.99,211
1486,"Burnt orange Wardrobe",$719.99,90
1487,"Olive Drab Headboard",$222.99,114
1488,"Vivid violet Dresser",$599.99,109
1489,"MSU green Sleeper Sofa","$1,279.99",169
1490,"Light orange Bench",$114.99,121
1491,"Plum Headboard",$222.99,109
1492,"Powder blue Plant Stand",$42.99,141
1493,"Rust Ottoman",$92.99,26
1494,"Tan Sectional","$1,039.99",119
1495,"Royal blue Dresser",$599.99,160
1496,"Medium candy apple red Futon",$419.99,232
1497,"Bronze Dresser",$599.99,94
1498,"Middle yellow Sleeper Sofa","$1,279.99",244
1499,"Brandy Ottoman",$92.99,44
1500,"Heliotrope Dining Chair",$89.99,147
1501,"Olive green Futon",$419.99,123
1502,"Antique white Sofa",$1249.99,93
1503,"United Nations blue Headboard",$222.99,72
1504,"Chrome yellow Sectional","$1,039.99",195
1505,"Charleston green Stool",$54.99,126
1506,"Mango Tango Sofa",$1249.99,218
1507,"Wisteria purple Crib",$289,217
1508,"Copper red End Table",$99.99,136
1509,"Electric blue Chaise Lounge",$235.99,42
1510,"Twilight lavender Crib",$289,75
1511,"Rose madder Sleeper Sofa","$1,279.99",229
1512,"OU Crimson red Wardrobe",$719.99,129
1513,"University of Pennsylvania red Coffee Table",$222.95,240
1514,"Light orange Dining Chair",$89.99,200
1515,"Chinese red Sofa",$1249.99,94
1516,"Sand Reclining Sofa","$1,119.99",28
1517,"Heliotrope Nightstand",$81.99,246
1518,"Picotee blue Stool",$54.99,192
1519,"Ruby red Daybed",$711.99,173
1520,"Fern green Futon",$419.99,103
1521,"Mango Sleeper Sofa","$1,279.99",152
1522,"Citron Futon",$419.99,88
1523,"Cadmium red Futon",$419.99,161
1524,"Bittersweet shimmer Dining Chair",$89.99,224
1525,"Fern green Reclining Sofa","$1,119.99",99
1526,"Razzle dazzle rose Loveseat",$669.99,68
1527,"Teal blue Headboard",$222.99,243
1528,"Bottle green Dining Table",$800,178
1529,"Dark sea green Dresser",$599.99,33
1530,"Chili red Sofa",$1249.99,208
1531,"Amethyst Futon",$419.99,183
1532,"Silver chalice Wardrobe",$719.99,210
1533,"Azure Futon",$419.99,233
1534,"Pine green Reclining Sofa","$1,119.99",131
1535,"Process yellow Reclining Sofa","$1,119.99",77
1536,"Floral white Sofa",$1249.99,83
1537,"Tickle Me Pink Loveseat",$669.99,127
1538,"Raspberry rose Bench",$114.99,216
1539,"USAFA blue Futon",$419.99,249
1540,"Deep jungle green Ottoman",$92.99,112
1541,"Light steel blue Stool",$54.99,160
1542,"Castleton green Dining Table",$800,43
1543,"Persian rose Reclining Loveseat","$1,023.99",231
1544,"Blue yonder Bench",$114.99,211
1545,"Onyx Dresser",$599.99,133
1546,"Jungle green Sofa",$1249.99,207
1547,"Phthalo blue Storage Bench",$194.99,143
1548,"Coral pink Nightstand",$81.99,239
1549,"Emerald Dining Table",$800,171
1550,"Candy pink Headboard",$222.99,158
1551,"Canary yellow Ottoman",$92.99,92
1552,"Lemon meringue Reclining Loveseat","$1,023.99",26
1553,"French lilac Dining Table",$800,39
1554,"Persian rose End Table",$99.99,249
1555,"English red Sleeper Sofa","$1,279.99",98
1556,"Spanish sky blue Wardrobe",$719.99,211
1557,"Dark sienna Chaise Lounge",$235.99,179
1558,"Lime Futon",$419.99,81
1559,"Cherry blossom pink Chaise Lounge",$235.99,40
1560,"Rose Pompadour Reclining Loveseat","$1,023.99",54
1561,"Selective yellow Loveseat",$669.99,219
1562,"Timberwolf grey Dining Chair",$89.99,42
1563,"Copper Bench",$114.99,133
1564,"Deep chestnut Wardrobe",$719.99,232
1565,"Han purple End Table",$99.99,191
1566,"Rufous Coffee Table",$222.95,203
1567,"Dark moss green Ottoman",$92.99,152
1568,"Denim blue Nightstand",$81.99,176
1569,"Rose Pompadour Crib",$289,115
1570,"Vivid sky blue Daybed",$711.99,146
1571,"Bluetiful Dining Chair",$89.99,174
1572,"French rose End Table",$99.99,44
1573,"Spring Frost Dresser",$599.99,200
1574,"Uranian blue Coffee Table",$222.95,67
1575,"Celadon green Nightstand",$81.99,231
1576,"Battleship grey Ottoman",$92.99,226
1577,"Egyptian blue Sectional","$1,039.99",82
1578,"Corn Dining Table",$800,110
1579,"United Nations blue Loveseat",$669.99,163
1580,"Seashell Stool",$54.99,163
1581,"Vanilla Wardrobe",$719.99,138
1582,"Macaroni and Cheese Loveseat",$669.99,113
1583,"Pink lace Coffee Table",$222.95,234
1584,"Kombu green Bench",$114.99,54
1585,"Rich black Sofa",$1249.99,83
1586,"Gold Dresser",$599.99,117
1587,"Laurel green Stool",$54.99,121
1588,"Wisteria purple End Table",$99.99,43
1589,"Fern green Sofa",$1249.99,70
1590,"Maximum yellow red Sectional","$1,039.99",239
1591,"Honolulu blue Wardrobe",$719.99,109
1592,"Magenta haze Coffee Table",$222.95,161
1593,"Granite gray Storage Bench",$194.99,179
1594,"Middle green Daybed",$711.99,27
1595,"Amaranth pink Reclining Sofa","$1,119.99",221
1596,"Dark chocolate Reclining Loveseat","$1,023.99",125
1597,"French sky blue Wardrobe",$719.99,45
1598,"Wild watermelon Nightstand",$81.99,104
1599,"Rose Dust Sectional","$1,039.99",103
1600,"United Nations blue Nightstand",$81.99,160
1601,"Raspberry rose Dining Table",$800,110
1602,"UA blue Dresser",$599.99,190
1603,"Mimi pink Stool",$54.99,84
1604,"Raspberry rose Wardrobe",$719.99,95
1605,"Deep pink Plant Stand",$42.99,66
1606,"Prussian blue Daybed",$711.99,53
1607,"Mint green Reclining Sofa","$1,119.99",77
1608,"Radical Red Wardrobe",$719.99,174
1609,"Redwood Dresser",$599.99,62
1610,"Cadmium yellow Dining Chair",$89.99,56
1611,"English lavender Chaise Lounge",$235.99,184
1612,"Drab Loveseat",$669.99,165
1613,"Mauve Plant Stand",$42.99,194
1614,"Queen blue Crib",$289,43
1615,"Payne's grey Dining Chair",$89.99,136
1616,"Golden brown Ottoman",$92.99,160
1617,"Pear Crib",$289,195
1618,"Queen pink Headboard",$222.99,124
1619,"Dark olive green Nightstand",$81.99,189
1620,"Golden yellow Stool",$54.99,199
1621,"Caribbean green Dining Table",$800,225
1622,"Orange soda Sleeper Sofa","$1,279.99",158
1623,"United Nations blue Dresser",$599.99,60
1624,"Rufous Nightstand",$81.99,229
1625,"Acid green Reclining Sofa","$1,119.99",184
1626,"B'dazzled blue Plant Stand",$42.99,33
1627,"Ultra red Sectional","$1,039.99",95
1628,"Dark electric blue End Table",$99.99,206
1629,"Myrtle Sofa",$1249.99,183
1630,"Alabaster Sofa",$1249.99,238
1631,"Puce Sofa",$1249.99,69
1632,"Unmellow yellow Sectional","$1,039.99",34
1633,"Mantis green Loveseat",$669.99,111
1634,"Pictorial carmine Futon",$419.99,202
1635,"Firebrick Dining Chair",$89.99,35
1636,"Lava Dresser",$599.99,203
1637,"Pink lace Reclining Sofa","$1,119.99",55
1638,"Middle yellow Loveseat",$669.99,138
1639,"Denim Dining Table",$800,112
1640,"Gold Headboard",$222.99,125
1641,"Mango Tango Reclining Sofa","$1,119.99",94
1642,"Old burgundy Crib",$289,168
1643,"Maximum blue purple Loveseat",$669.99,230
1644,"Light steel blue End Table",$99.99,36
1645,"India green Coffee Table",$222.95,156
1646,"Corn Storage Bench",$194.99,250
1647,"Prussian blue Dining Chair",$89.99,175
1648,"Red Storage Bench",$194.99,194
1649,"MSU green Dining Table",$800,207
1650,"Cosmic latte End Table",$99.99,68
1651,"Raw umber Dining Table",$800,216
1652,"Yellow Orange Sectional","$1,039.99",177
1653,"Cadet blue Daybed",$711.99,28
1654,"Spanish viridian Plant Stand",$42.99,56
1655,"Cotton candy Stool",$54.99,99
1656,"Citrine Dining Table",$800,120
1657,"Platinum Loveseat",$669.99,111
1658,"Jade Sectional","$1,039.99",41
1659,"Shamrock green Coffee Table",$222.95,131
1660,"Wisteria purple Plant Stand",$42.99,155
1661,"Pastel pink End Table",$99.99,186
1662,"Gold Fusion Wardrobe",$719.99,150
1663,"Silver chalice Ottoman",$92.99,77
1664,"Yellow-green Dresser",$599.99,26
1665,"Electric indigo Sofa",$1249.99,62
1666,"Green Sheen Plant Stand",$42.99,191
1667,"Desert Crib",$289,28
1668,"Razzmic Berry Stool",$54.99,49
1669,"Maya blue Crib",$289,74
1670,"Flax Reclining Sofa","$1,119.99",152
1671,"Bittersweet shimmer Plant Stand",$42.99,70
1672,"Spanish green Dresser",$599.99,67
1673,"Old gold Reclining Sofa","$1,119.99",189
1674,"Bud green Dining Table",$800,48
1675,"Black coffee Coffee Table",$222.95,71
1676,"Dark red Dining Table",$800,172
1677,"Persian indigo Stool",$54.99,183
1678,"Mauvelous Crib",$289,70
1679,"Big dip o’ruby Sleeper Sofa","$1,279.99",25
1680,"Persimmon Bench",$114.99,48
1681,"Straw Futon",$419.99,218
1682,"Tan Bed",$389.99,226
1683,"Medium purple Loveseat",$669.99,226
1684,"Mellow yellow Daybed",$711.99,201
1685,"Asparagus green Bench",$114.99,30
1686,"Oxford blue Chaise Lounge",$235.99,192
1687,"Papaya whip Chaise Lounge",$235.99,106
1688,"Ochre Loveseat",$669.99,55
1689,"Drab Coffee Table",$222.95,102
1690,"Dartmouth green Loveseat",$669.99,94
1691,"Oxford blue End Table",$99.99,108
1692,"Indian yellow Headboard",$222.99,238
1693,"Rubine red Dining Chair",$89.99,181
1694,"Pictorial carmine Sofa",$1249.99,212
1695,"Wild orchid Dining Table",$800,68
1696,"Rose madder Crib",$289,95
1697,"Redwood Loveseat",$669.99,213
1698,"Bright green Reclining Sofa","$1,119.99",141
1699,"Seal brown Coffee Table",$222.95,152
1700,"Purple Plum Ottoman",$92.99,248
1701,"Lincoln green Nightstand",$81.99,200
1702,"Dark spring green Sofa",$1249.99,124
1703,"Blood red Sleeper Sofa","$1,279.99",167
1704,"UA blue Chaise Lounge",$235.99,229
1705,"Spring Frost Wardrobe",$719.99,185
1706,"Cream Loveseat",$669.99,96
1707,"Sonic silver Loveseat",$669.99,195
1708,"Mahogany Reclining Loveseat","$1,023.99",176
1709,"Medium orchid Loveseat",$669.99,71
1710,"Wisteria purple Ottoman",$92.99,109
1711,"Alloy orange Bed",$389.99,107
1712,"Shadow blue Dining Table",$800,134
1713,"Winter Sky Chaise Lounge",$235.99,35
1714,"Granite gray Sleeper Sofa","$1,279.99",44
1715,"Warm black Nightstand",$81.99,92
1716,"Maximum purple Sectional","$1,039.99",171
1717,"Emerald Ottoman",$92.99,93
1718,"Tangerine Reclining Loveseat","$1,023.99",74
1719,"Maximum green Reclining Sofa","$1,119.99",211
1720,"Pewter Blue Crib",$289,71
1721,"Slate gray Sofa",$1249.99,50
1722,"Rose vale Dresser",$599.99,155
1723,"Dark spring green Reclining Sofa","$1,119.99",223
1724,"Old silver Sectional","$1,039.99",30
1725,"Dark salmon Plant Stand",$42.99,37
1726,"Strawberry Blonde End Table",$99.99,86
1727,"Light goldenrod yellow Dining Chair",$89.99,107
1728,"Rifle green Wardrobe",$719.99,227
1729,"Coffee Futon",$419.99,204
1730,"Cosmic cobalt Stool",$54.99,206
1731,"Eggplant Nightstand",$81.99,218
1732,"Khaki Stool",$54.99,102
1733,"Paradise pink Headboard",$222.99,182
1734,"OU Crimson red Loveseat",$669.99,67
1735,"Ultra pink Storage Bench",$194.99,139
1736,"Goldenrod Bed",$389.99,99
1737,"Electric lime Coffee Table",$222.95,107
1738,"Rusty red Chaise Lounge",$235.99,152
1739,"Sunglow Loveseat",$669.99,32
1740,"Midnight blue Sectional","$1,039.99",184
1741,"Princeton orange Stool",$54.99,213
1742,"Portland Orange Reclining Sofa","$1,119.99",227
1743,"Maximum blue purple Loveseat",$669.99,42
1744,"Brunswick green Coffee Table",$222.95,110
1745,"Brunswick green Loveseat",$669.99,77
1746,"Fern green Reclining Loveseat","$1,023.99",90
1747,"Maya blue Ottoman",$92.99,205
1748,"Almond Reclining Sofa","$1,119.99",95
1749,"Saffron Dresser",$599.99,47
1750,"Light cornflower blue Stool",$54.99,226
1751,"Orange-yellow Loveseat",$669.99,92
1752,"Firebrick Sectional","$1,039.99",120
1753,"Wild watermelon Plant Stand",$42.99,103
1754,"Vivid tangerine Bed",$389.99,139
1755,"Purple Plum Coffee Table",$222.95,103
1756,"Safety orange Reclining Sofa","$1,119.99",88
1757,"Dartmouth green Bed",$389.99,78
1758,"Hot pink Reclining Sofa","$1,119.99",214
1759,"Pearly purple Bench",$114.99,237
1760,"Hot magenta Sectional","$1,039.99",185
1761,"Old lace Dining Table",$800,156
1762,"Royal yellow Dining Chair",$89.99,116
1763,"Payne's grey Coffee Table",$222.95,156
1764,"Pink Dining Table",$800,140
1765,"Process yellow Nightstand",$81.99,225
1766,"Winter Sky Coffee Table",$222.95,244
1767,"Magenta haze Crib",$289,128
1768,"Burgundy Storage Bench",$194.99,222
1769,"Non-photo blue Stool",$54.99,220
1770,"Italian sky blue Wardrobe",$719.99,153
1771,"Sea green Wardrobe",$719.99,39
1772,"Pink Sherbet End Table",$99.99,39
1773,"Ghost white Sectional","$1,039.99",78
1774,"Shocking pink Crib",$289,48
1775,"Lime Plant Stand",$42.99,183
1776,"Opera mauve Dining Table",$800,91
1777,"Teal blue Loveseat",$669.99,111
1778,"Pumpkin Storage Bench",$194.99,149
1779,"India green Chaise Lounge",$235.99,60
1780,"Citrine Coffee Table",$222.95,89
1781,"English red Plant Stand",$42.99,65
1782,"Baby blue Ottoman",$92.99,137
1783,"Light salmon Nightstand",$81.99,53
1784,"Coral pink Sofa",$1249.99,102
1785,"Brunswick green Stool",$54.99,125
1786,"Moss green End Table",$99.99,149
1787,"Chrome yellow Dining Chair",$89.99,206
1788,"Laser lemon Plant Stand",$42.99,56
1789,"Apple green Loveseat",$669.99,168
1790,"Crimson Nightstand",$81.99,94
1791,"Japanese carmine Chaise Lounge",$235.99,181
1792,"Cambridge blue Wardrobe",$719.99,121
1793,"Marigold Loveseat",$669.99,235
1794,"Dim gray Bench",$114.99,205
1795,"Spanish viridian Bed",$389.99,175
1796,"Indigo dye Dining Table",$800,199
1797,"Sandy brown Stool",$54.99,195
1798,"Paris Green Plant Stand",$42.99,164
1799,"Razzmic Berry Stool",$54.99,200
1800,"Naples yellow Crib",$289,53
1801,"Light cornflower blue Dining Table",$800,107
1802,"Onyx Dining Chair",$89.99,178
1803,"Persian plum Chaise Lounge",$235.99,182
1804,"Gold Bench",$114.99,241
1805,"Shimmering Blush End Table",$99.99,201
1806,"Raw sienna Reclining Loveseat","$1,023.99",174
1807,"Indian yellow Bench",$114.99,166
1808,"Red Dresser",$599.99,29
1809,"Fern green Futon",$419.99,223
1810,"Upsdell red End Table",$99.99,193
1811,"Polished Pine Stool",$54.99,245
1812,"Myrtle Dining Chair",$89.99,39
1813,"Green-yellow Chaise Lounge",$235.99,181
1814,"Pumpkin Sectional","$1,039.99",133
1815,"Languid lavender Sleeper Sofa","$1,279.99",37
1816,"Dim gray Crib",$289,190
1817,"Mint green Nightstand",$81.99,179
1818,"Pear Coffee Table",$222.95,53
1819,"Dark olive green Reclining Sofa","$1,119.99",90
1820,"Russet brown Bed",$389.99,67
1821,"Bright lilac Bench",$114.99,227
1822,"Dark slate blue Loveseat",$669.99,91
1823,"Pink lace Headboard",$222.99,108
1824,"Cherry blossom pink Stool",$54.99,94
1825,"Marigold Coffee Table",$222.95,223
1826,"Ruby red Loveseat",$669.99,194
1827,"Maximum red purple Headboard",$222.99,171
1828,"Malachite green Dining Chair",$89.99,42
1829,"Medium violet-red Nightstand",$81.99,225
1830,"Wintergreen Dream Daybed",$711.99,46
1831,"Super pink Dining Table",$800,193
1832,"Thistle grey Loveseat",$669.99,205
1833,"Bright maroon Daybed",$711.99,171
1834,"Platinum Reclining Sofa","$1,119.99",187
1835,"Bleu de France Headboard",$222.99,172
1836,"Timberwolf grey Wardrobe",$719.99,47
1837,"United Nations blue Coffee Table",$222.95,146
1838,"Green-blue Dining Table",$800,169
1839,"Magenta haze Futon",$419.99,54
1840,"Light steel blue Plant Stand",$42.99,227
1841,"Medium sea green Crib",$289,201
1842,"Fiery rose Plant Stand",$42.99,102
1843,"Warm black Chaise Lounge",$235.99,64
1844,"Bright green Dresser",$599.99,206
1845,"Tan Stool",$54.99,104
1846,"Light goldenrod yellow Plant Stand",$42.99,148
1847,"Sage green Headboard",$222.99,103
1848,"Lemon Dresser",$599.99,237
1849,"Baby pink Wardrobe",$719.99,135
1850,"Laser lemon Reclining Sofa","$1,119.99",142
1851,"Cocoa brown Wardrobe",$719.99,48
1852,"Sky blue Loveseat",$669.99,107
1853,"Peach Crib",$289,223
1854,"Redwood Dining Chair",$89.99,87
1855,"Prune Loveseat",$669.99,124
1856,"Wheat gold Sleeper Sofa","$1,279.99",114
1857,"Candy pink Chaise Lounge",$235.99,182
1858,"Violet-red Ottoman",$92.99,209
1859,"Red-orange Nightstand",$81.99,229
1860,"Viridian green Storage Bench",$194.99,163
1861,"Electric violet Sleeper Sofa","$1,279.99",32
1862,"Harvard Crimson Coffee Table",$222.95,217
1863,"Chili red Sofa",$1249.99,72
1864,"Candy pink Daybed",$711.99,239
1865,"Russian violet Daybed",$711.99,47
1866,"Cosmic latte Stool",$54.99,89
1867,"Onyx End Table",$99.99,194
1868,"Onyx End Table",$99.99,30
1869,"Burnt orange Futon",$419.99,176
1870,"Light French beige Futon",$419.99,100
1871,"Medium carmine Sectional","$1,039.99",98
1872,"Beau blue Reclining Loveseat","$1,023.99",34
1873,"Bronze Dresser",$599.99,114
1874,"Medium champagne Daybed",$711.99,76
1875,"Electric indigo Futon",$419.99,152
1876,"Illuminating emerald Sofa",$1249.99,197
1877,"Rebecca Purple Coffee Table",$222.95,33
1878,"Green Reclining Sofa","$1,119.99",130
1879,"Mimi pink Headboard",$222.99,247
1880,"Orchid Headboard",$222.99,171
1881,"Pale pink Crib",$289,180
1882,"Light sky blue Reclining Loveseat","$1,023.99",183
1883,"Resolution blue Wardrobe",$719.99,141
1884,"Ultramarine blue Dining Table",$800,213
1885,"Ash gray Plant Stand",$42.99,138
